개방자치단체코드,관리번호,인허가일자,소재지전화,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),영업상태명,상세영업상태명,소재지전체주소,병원번호,사업장명,공지,웹사이트 링크,"제로페이, 주차",병원 소개
3220000,322000001020200001,2020.1.29,02-561-3375,"서울특별시 강남구 도곡로 115, 거암빌딩 2층 (역삼동)",6253,202847.7975,443115.1296,영업/정상,정상,서울특별시 강남구 역삼동 838-9 거암빌딩,240,아이힐 동물병원,"뱅뱅사거리 노브랜드버거 2층에 위치해 있습니다. 자차로 방문시 건물 주차장 이용가능합니다. 방문전 예약전화 부탁드립니다.  오전9:0010:00 에는 전화예약만 가능합니다
",https://blog.naver.com/iamah2020,"지역화폐 (모바일형), 지역화폐 (카드형), 지역화폐 (지류형), 제로페이, 주차","[슬개골교정수술, 고관절수술, 심혈관 내과진료, 비뇨기 내과진료, 고양이 친화진료] 진료와 수술 중심의 전문병원입니다. 보호자의 마음으로 케어하고 있습니다."
3200000,320000001020200001,2020.1.31,02-878-9978,"서울특별시 관악구 봉천로 520, 3층 (봉천동)",8789,196011.0037,441917.1873,영업/정상,정상,서울특별시 관악구 봉천동 1612-1번지,241,봉천현대동물병원,서울대입구역 1번출구에서 사당역방면으로 250미터에서 오른쪽방향 3층 봉천현대동물병원 간판,https://pf.kakao.com/_yquSxb/chat,"제로페이, 네이버페이",심장사상충약 넥스가드스펙트라 하트가드 레볼루션 프론트라인 애드보킷 아포퀠 처방사료 레나메진
3150000,315000001020200002,2020.3.25,226627975,"서울특별시 강서구 마곡중앙1로 20, 205호 (마곡동)",7807,184443.1214,450710.1779,영업/정상,정상,서울특별시 강서구 마곡동 798-14번지 205호,242,모모동물병원,"병원으로 오시는 길은 위에 사진 약도와 같습니다.

 자동차 이용
모모동물병원 또는 마곡M시그니처 검색하셔서 지하 주차장에 주차 하시고 2층으로 올라오시면 됩니다.

 대중교통 이용
지하철
*마곡역 7번출구 또는 6번출구로 나오셔서 7번 출구와 6번출구 사이 골목(카페엘로이, 커피에 반하다이 있는 골목)으로 들어와 이면도로를 건너 세븐일레븐 맞은편 건물 2층입니다.
버스
* 16422 마곡역 (마곡엠밸리 14단지 방면): 마곡역에서 오실때와 동일합니다.
* 16539 마곡엠밸리 14단지(마곡엠밸리 11, 12단지 상가 방면): 내려서 바로 앞에 보이는 건물 2층 입니다.
* 16534 마곡엠밸리 14단지(마곡역 2번출구 방면): 길 건너 걷는사람들 동상(초록마을, 얌샘 건물)이 보이는 건물 2층 입니다.  법정 공휴일은 예약진료만 가능합니다",https://blog.naver.com/momoamc7975,"지역화폐 (카드형), 제로페이, 주차","안녕하세요 모모동물병원입니다. 모모동물병원은 모든 방법을 통해 아이들의 불편함을 해결하고자 합니다. 정확한 진단과 최신 지견을 토대로 진료하고자 합니다. 한방, 재활을 특화하고 있는 동물병원입니다. 플로리다 CHI university에서 수의침구, 수의한약, 수의음식치료과정을 수료, 재활(CCRV)입니다. 경희대 한의대학원에서 추가적으로 심도 깊은 공부를 진행하고 있습니다. 전통수의한방연구회, 재활학회, 피부과학회, 고양이학회, 기능의학연구회, 영양학회 등의 활동을 통해 최신 경향 분석에 힘쓰고 있습니다. 반려동물의 이야기를 꼼꼼하게 듣고 진료하기 위해 한방, 재활진료는 예약제로 운영됩니다. 한방, 재활 첫진료는 네이버 예약 가능합니다. 동화속 주인공 모모처럼 귀기울여 이야기를 잘 들어주고 아이들의 불편함을 해소하기 위해 마음을 다해 다가가겠습니다. 감사합니다. 한약, 한방, 침, 리포텐, 근육증강, 통증, 레이저, 체외충격파, 수중치료, 재활운동, 피부, 노령, 백신, 사상충, 고양이, 강아지, 건강검진, 보약, 증류한약, 양한방"
3220000,322000001020210009,2021.12.31,02-423-5755,"서울특별시 강남구 영동대로 22, 5동 2층 518~519호 (일원동, 디에이치 자이 개포)",6346,206573.6482,443195.1892,영업/정상,정상,서울특별시 강남구 일원동 743 디에이치 자이 개포,243,나리울동물병원,"디에이치 자이 개포 809동 (상가5동) 공무원아파트 버스정류장 바로 앞, 석탑프라자 맞은편입니다.",https://blog.naver.com/nariulanimalhospit,"지역화폐 (모바일형), 제로페이","안녕하세요. 나리울동물병원입니다. 서울대 수의학과 출신 의료진이 아이들을 성심성의껏 진료합니다. 늘 옆에서 우리아이 주치의가 되겠습니다. 건강검진, 스케일링 등 궁금하신 사항은 문의주세요."
3230000,323000001020220001,2022.1.25,02-415-7555,"서울특별시 송파구 오금로 185, 금천빌딩 1층 (방이동)",5642,210092.7364,445214.1799,영업/정상,정상,서울특별시 송파구 방이동 115-4 금천빌딩,244,송파 마리동물병원,"*지하철: 송파나루역 3번출구 나오셔서 방이우체국 방향으로 200m
*버스: 방이우체국 정류장 또는 서울방이동고분군 정류장 하차 100m
*자차: 병원 전용주차 (건물 앞 전면 주차 3대 가능, 공간이 없을 경우 건물 좌측에 위치한 통로나 건물 뒷면 주차 모두 가능)

**방이동우체국 바로 옆에 붙어있는 건물 1층입니다**  일요일, 공휴일도 진료 합니다",https://www.instagram.com/songpa_mari,"제로페이, 주차","*매주 목요일 병원 휴무 입니다 *강아지 전용 넓은 대기실 (내원 시 아이들의 병원에 대한 거부감을 줄여줍니다) *고양이 대기실 및 진료실 별도 분리 *진료시간 - 월~금: 오전9시~오후9시 - 토~일: 오전9시~오후6시 - 공휴일, 일요일도 진료 합니다 - 목요일 휴무 *위치 - 방이우체국 바로 옆 건물 1층 - 자차 이용시 병원 전용 주차장 안내 (건물 전면 3대 및 뒷면 주차) - 송파나루역 3번출구 나오셔서 **방이우체국 방향**으로 200m"
3230000,323000001020220002,2022.1.25,,"서울특별시 송파구 가락로 169, 1층 102호 (송파동)",5664,209999.1178,444657.9255,영업/정상,정상,서울특별시 송파구 송파동 122-7,245,라온펫동물병원,"석촌역과 송파역 사이 송파사거리 스타벅스 골목으로 들어와
200m 올라오시면 좌측편에 있습니다.
건물 지상 무료 주차 가능하나 되도록 대중교통 이용 바랍니다.

대중교통 이용시
지하철 : 송파역 1번출구 하차 후 도보 10분
버스 : 송파2동 한양아파트 정류장 하차 (지선 2311, 3314, 3417).  일요일, 공휴일은 휴진입니다.
",https://blog.naver.com/raonpet,주차,"송파구 반려동물 수술전문, 라온펫동물병원입니다. 저희 라온펫동물병원에서는특화된 수술의료 서비스 및 내과진료를 전문적으로 제공하고 있습니다. 각 파트에 최적화된 스탭과 의료진이 반려동물의 건강을 위해 항상 최선을 다해 노력합니다. 반려동물과 보호자님의 마음을 보듬을 수 있는 최선의 진료로 믿음에 보답하겠습니다. > 진료과목 중성화수술 슬개골탈구수술 / 물리치료 골절 수술 고양이 진료 노령성 질환 건강검진 처방식 및 영양제 >온라인 쇼핑몰(라온펫몰) 풍부한 경험에서 우러나온 안전하고 정확한 수술과 진료를 합리적인 진료비로 제공받으실 수 있습니다. 감사합니다. 카카오톡플러스친구 : 라온펫동물병원"
3210000,321000001020210002,2021.12.24,02-595-7588,"서울특별시 서초구 방배중앙로 198, 오릭스오피스텔 202호 (방배동)",6552,198660.6163,443855.5734,영업/정상,정상,서울특별시 서초구 방배동 755-5 오릭스오피스텔 202호,246,몽마르뜨 동물병원,방배동 카페골목 롯데프레시마트(롯데슈퍼) 2층,,주차,과잉진료 없는 동물병원 중성화수술 전문병원 슬개골탈구 전문병원 고양이동물병원 강아지동물병원 합리적인 진료
3090000,309000001020230001,2023.6.1,02-904-1004,"서울특별시 도봉구 도봉로 578, 2층 2호 (창동)",1426,203439.4475,461539.5527,영업/정상,정상,서울특별시 도봉구 창동 715-1,247,24시 딜라이트 동물의료센터,"창동역 2번 출구에서 도보 780m 거리에 위치하고 있습니다.

도봉 보건소 사거리, 미화 빌딩 지상 2층 (우리 은행, 미화 볼링장 건물) 에 위치하고 있습니다.

지상주차장이 건물 뒤에 넓게 마련되어 있습니다.  연중무휴 24시간 진료, 입원 및 수술 가능합니다.",https://www.instagram.com/delight_animal_hospital/,"지역화폐 (모바일형), 지역화폐 (카드형), 지역화폐 (지류형), 제로페이, 주차","도봉구 최대규모의 동물병원(200평 규모) 진료시간 365일 24시간 연중무휴 수도권 동물병원 최초 TOSHIBA사 128 CT 도입 및 운영 수술전문병원(수술실, 수술 준비실 별도 구분 및 대학 병원급 수술 장비 보유) 고양이 특화진료(고양이 전용 대기실, 진료실, 입원실 구분/ ISFM 고양이 친화병원 등급 중 최고 레벨인 골드 등급 인증 획득) 응급 중환자센터운영(365일, 24시간 수의사 상주 및 응급 수술 가능) 각 과별 분과 진료(다년간 대학병원 내과, 외과, 영상의학과 수련 전문의료진) 건강검진센터, 재활센터 운영(수중러닝머신, P1 레이저) *수중 러닝머신 재활 후 편의를 위하여 드라이룸이 마련되어 있습니다. 병원 주차장은 건물 뒷편에 넓게 마련되어 있습니다 언제나 반려동물을 사랑으로 맞이하겠습니다 <진 료 안 내> -주간 진료 시간 AM 10:00 ~ PM 21:30 -야간 및 응급 진료시간 PM 22:00 ~ 익일 AM 09:00 -회진/입원환자 집중케어 AM 09:00 ~ AM 10:00 PM 21:30 ~ PM 22:00 -면회 시간 AM 10:00 ~ PM 12:00 PM 18:00 ~ PM 20:00 -본원은 예약 진료가 아닙니다. -회진 및 입원환자 집중케어 시간에는 접수 후 주-야간 시간에 맞춰 진료시작합니다. -PM 21:30 접수부터 ~ 익일 AM 9:00 이전 접수에는 응급진료 비용(할증)이 청구됩니다. -면회는 1일 1회 가능합니다. 두 타임으로 나누어 면회를 진행하고 있으므로 편한 시간에 맞춰서 방문해주시면 감사하겠습니다."
3060000,306000001020230001,2023.4.9,070-8660-0904,"서울특별시 중랑구 동일로 640, 2층, 3층 (면목동)",2140,207017.8153,453914.6398,영업/정상,정상,서울특별시 중랑구 면목동 146-75,248,로얄동물메디컬센터 본원,"※ 자가용 이용 시
 지번주소
서울특별시 중랑구 면목동 14675

 도로명주소
서울특별시 중랑구 동일로 640 (면목동)

※ 주차는 주차타워 형식으로
* 승용차 10대
* RV 16대 주차가능합니다.
* 주차장 만차 시 면목2동 공영주차장을 이용해 주세요.

※ 지하철 이용 시
7호선 면목역 3번출구에서 면목2동 사거리로 이동 후 우회전 후 직진

※ 버스 이용 시
*면목2동(중목초등학교 방면) 146, 2311, 2312, 2416, 8146. N61
*면목2동(면목 5동 주민센터방면) 146, 320, 2311, 2312, 2416, 8146, N61",https://www.instagram.com/royal_amc,"제로페이, 주차","로얄동물메디컬센터 본원은 국내 최고의 동물 의료 서비스를 제공하며, 24시간 연중무휴 진료합니다. 동물암치료센터, 중재적시술센터, 줄기세포치료센터, 집중치료&중환자케어센터, 치과치료센터, 안과특화센터, 신장특화센터(혈액투석&결석클리닉센터), 동물재활센터, 고양이특화센터 외에도, 강아지종양치료, 강아지방사선치료, 강아지항암치료, 강아지암센터, 동물방사선치료, 동물항암치료, 동물암센터 및 동물종양치료 등을 포함한 다양한 암치료, 방사선치료가 제공됩니다. 또한 최고 사양의 CT와 MRI를 도입한 동물영상진단센터가 있어 중증 및 고난도 질환치료에 특화된 국내 최대 규모의 동물병원입니다. 언제나 최상의 반려동물 의료서비스를 제공해드리겠습니다. 365일 24시간 연중무휴 진료 ※ 정규진료시간: 오전 09:30부터 오후 20:00까지 ※ 응급진료시간: 오후 20:00부터 오전 09:30까지"
3150000,315000001020230001,2023.5.30,02-2135-5611,"서울특별시 강서구 공항대로 228, 2층 201,202,203,211,212호 (마곡동)",7806,185148.9003,450719.3803,영업/정상,정상,서울특별시 강서구 마곡동 800-5,249,율동물의료센터,"마곡역4번출구, 발산역 8번출구로 나오셔서 3~5분 직진.
바디프렌드 건물 2층으로 오시면 됩니다. 지하로 내려가는 넓은 주차장이 마련되어 있어 차량이용 시 편리하게 방문하실 수 있습니다. 
오전 회진	09:00  10:00
점심 및 회진	13:00  14:00",https://blog.naver.com/yulamc_,주차,"반려동물의 빛나는 삶을 위해 정직하고 바른 진료를 시작합니다! ※ 서울 강서구 24시간 수의사가 상주하는 동물병원 ※ 서울 강서구 약 200평 규모 대형 동물병원 ※ 강서구 최고사양 64채널 CT 도입 ※ 석,박사 출신 전문 의료진이 직접 진료 ※ 강아지/고양이 수술 전문 동물병원 [진료시간 안내] - 주간진료: 10:00~22:00 - 야간 응급 진료: 22:00~09:00 - 회진 및 입원 환자 관리: 09:00~10:00 - 점심 시간 및 회진: 13:00~14:00 ※ 회진시간 및 점심시간에는 진료가 없으므로 참고 부탁드립니다. [율 의 특별함] ※ 석,박사 출신 내과/외과/영상의학과 전공의들이 협진으로 더욱 정확한 진료 및 진단부터 수술까지 원스톱 진료 ※ 서울 강서구 지역 內 최고 사양인 64채널 CT 도입, 하이앤드급 초음파 장비 도입하여 반려동물 심장 초음파 / 중증 / 노령 질환에 대한 전문적인 진료 가능 > 영상 전공의가 촬영부터 진단까지 책임진료 ※ 대학병원급 외과 수술 장비 및 마취 시스템 구축. > 석/박사 출신 외과 전공의가 집도하여 더욱 안전하고 전문적인 수술 ※ 고양이를 생각한 고양이 친화 병원 > ISFM 고양이 친화 병원 골드레벨(최고등급) 인증병원 > 고양이 전용 대기실, 진료실, 처치실, 입원실, 조도 조절 시스템까지 외부 활동에 예민한 고양이들이 스트레스 받지 않고 진료가능"
3140000,314000001020230004,2023.9.7,02)6953-7576,"서울특별시 양천구 등촌로 10, 1~2층 (목동)",7966,187932.7309,447620.2662,영업/정상,정상,서울특별시 양천구 목동 807-1,250,24시 로운동물의료센터,"목동역 3번 출구에서 500m.  9:30~22시 일반진료 / 22~9시 야간응급진료
",https://blog.naver.com/rounamc1,"지역화폐 (모바일형), 지역화폐 (카드형), 지역화폐 (지류형), 제로페이, 주차","본원 의료진 모두는 현재 강아지, 고양이의 보호자입니다!! 로운의 진료 원칙 / Principles of treatment 01. 앞선 의술 더 큰 사랑의 실천 우리 아이들을 위한 사랑의 실천의지를 나타내기 위해 병원 운영 목표를 최고 의료 수준 유지 이웃과 함께하는 병원 나눔과 배려를 실천하는 따뜻한 병원이 되기 위해 늘 아이들의 아픔을 함께 나누는 병원이 되고자 합니다. -친절한 병원, 우리 아이를 내 가족같이 여기는 따뜻한 병원으로 만들기 위해 전직원을 대상으로 한 cs 강화 교육 실시 02. 기본에 충실한 치료 정확한 진단을 바탕으로 우리 아이에게 맞는 최적의 치료를 실시합니다. - 정확한 진단을 위한 영상진단의학과 전문센터 운영 03. 근거를 바탕으로 한 실력 있는 치료 불필요한 치료가 아닌 근거를 기반으로 한 합리적이고 정직한 치료를 실시합니다. -최우수 의료진의 임상경험과 논문을 바탕으로 한 분과 진료 및 협업 진료 실시 04. 근본적인 원인 치료 대증치료를 넘어 원인치료에 집중합니다. - 끊임없는 학술연구를 통하여 최상의 one-stop 의료서비스를 제공 05. 안전한 치료 수년간의 임상경험과 의료 철학을 기본으로 하여 우리 아이의 안전을 최우선으로 고려 합니다. - 우리 아이의 주치의 및 전담 간호사를 배정하여 안전하고 세심한 돌봄 의료서비스를 제공 06. 의료 공백이 없는 치료 24시간 수의사, 간호사가 상주하여 의료 공백 없이 야간시간에도 응급수술, 응급진료, 입원견/입원묘 집중 케어 서비스를 제공합니다. - 24시간 365일 연중무휴 응급 의료서비스를 제공(응급수술, 응급심폐소생술, 응급진료 가능)"
3180000,318000001020230001,2023.4.17,,"서울특별시 영등포구 선유로 52, 1층 우측호 (문래동3가)",7295,190148.3741,446256.2132,영업/정상,정상,서울특별시 영등포구 문래동3가 77-45,251,김앤정동물병원,"2호선 문래역 1,2,3번 출구에서 도보 7분 서울삼성요양병원 맞은편 상가 1층에 위치",https://blog.naver.com/knj-ah,"제로페이, 주차",영등포구 문래동에 위치한 김앤정 동물병원입니다. 저희 병원은 반려동물의 건강을 위해 수준높은 진료를 제공하는 따뜻한 동반자가 되겠습니다. 감사합니다. 예약 및 문의) * Tel. 2675-7511 * 카카오톡채널: 김앤정동물병원
3100000,310000001020230001,2023.5.12,,"서울특별시 노원구 동일로203가길 29, 263,264,265호 (중계동, 브라운스톤중계)",1779,205601.926,459732.1286,영업/정상,정상,서울특별시 노원구 중계동 506 브라운스톤중계,252,베리굿동물병원,브라운스톤중계 상가 2층 엘리베이터 나오자마자 왼쪽,https://blog.naver.com/niceveterinarian,"제로페이, 주차","*** 언제나 좋은 베리굿 동물병원입니다 :D *** 최신 시설 장비, 깨끗하고 넓은 수술실, 쾌적하고 넓은 대기실, 편리한 주차공간 (무료주차 2시간), 고양이 전용 대기실/진료실이 준비되어 있습니다. 우리 고양이, 강아지, 보호자 가족분들 모두 편안하게 이용하실 수 있게 준비되어 있으니 언제든 방문해주세요 ^_____^ (수요일 휴진, 평일 10-20시, 일요일/공휴일 10-18시) 항상 친절하게, 정확하고 꼼꼼한 진료를 약속드립니다. 믿고 방문할 수 있는 우리 아이들의 동네 주치의가 되어드리겠습니다."
3230000,323000001020230002,2023.4.12,,"서울특별시 송파구 오금로 147, 1층 (방이동)",5550,209787.9477,445412.463,영업/정상,정상,서울특별시 송파구 방이동 108-7,253,샤인아이안과동물병원,"오시기 전 꼭!! 전화예약을 부탁드립니다:)
9호선 송파나루역 2번출구 도보1분
건물 좌측 주차장, 발렛요원 운영(진료 방문 무료주차)",https://shineamc.com/eye,주차,"함께하는 매일이 행복할 수 있도록 빛을 선물해드립니다. 샤인아이안과동물병원은 안과 전문진료 동물병원입니다. 강아지, 고양이 백내장 클리닉, 녹내장 클리닉, 각막 클리닉, 안표면 클리닉, 망막 정밀진단, 안과 종합검진 등 서울대 수의안과학 박사 수료 수의사 직접진료 서울대 임상수의학 석사 마취과 담당의 상주 안과 대표원장 정영석 원장 서울대학교 수의과대학 수의학과 박사 수료 (수의안과학) 샤인아이안과동물병원 대표원장 前 ㅣ 서울대학교 수의과대학 부속 동물병원 안과/치과 전임수의사(팀장) 前 ㅣ VIP동물의료센터 성북점 안과 팀장 前 ㅣ 해마루동물병원 안과/치과 담당 수의사 한국수의안과연구회 정회원 2021 European college of veterinary ophthalmologists (ECVO) 포스터발표 (The feasibility of clinical evaluation for anterior uveitis through spectral-domain optical coherence tomography in dogs) 2021 한국 수의안과연구회 정기 총회 및 세미나 구두 발표 (The feasibility of clinical evaluation for anterior uveitis through spectral-domain optical coherence tomography in dogs) 2020 한국 임상수의학회 춘계학술대회 및 컨퍼런스 구두 발표 (Dacryocystectomy for chronic dacryocystitis in a Beagle dog) 2020 한국 수의안과연구회 정기 총회 및 세미나 구두 발표 (Dacryocystectomy for chronic dacryocystitis in a Beagle dog) [SCI급 주요 논문] The feasibility of clinical evaluation for anterior uveitis through spectral-domain optical coherence tomography in dogs (Veterinary ophthalmology): 제1저자 [SCI급 주요 논문] Assessment of corneal and limbal epithelial thickness by spectral-domain optical coherence tomography in brachycephalic and non-brachycephalic dogs (Veterinary ophthalmology): 제1저자 [SCI급 주요 논문] Dacryocystectomy for chronic dacryocystitis in a Beagle dog (Journal of veterinary clinics): 제1저자"
3140000,314000001020230003,2023.6.1,02)2062-7982,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) 지하2층 (목동)",7997,188977.1711,447466.355,영업/정상,정상,서울특별시 양천구 목동 917-6 중소기업유통센터(행복한백화점),254,펫사랑동물병원,"CBS방송국과 파라곤 앞, 목동테니스장 건너편 행복한백화점 지하2층.  짝수일요일만 휴무.무인용품점 9:00~22:00 오픈",https://petlove.uriweb.kr/,"제로페이, 네이버페이, 간편결제","목동 행복한백화점 지하2층에 위치한 펫사랑동물병원입니다. 만성외이도염, 아토피/알레르기 피부 질환 및 비수술 관절 치료 전문 병원입니다. 레이져시술, 관절낭내 주사, 건강검진, 스케일링 전문"
3160000,316000001020240001,2024.4.2,02-2611-1925,"서울특별시 구로구 고척로 156, 2,3층 (고척동)",8234,186772.5469,444563.5422,영업/정상,정상,서울특별시 구로구 고척동 265-7,255,메리트원 동물의료센터,"버스: 600번, 5626번, 6613번 승차  세곡초등학교 버스정류장 하차 후 도보 5분 이내 거리에 위치하고 있습니다.

주차: 길 건너 5분 거리 이내에 그린존 고척 근린공원 주차장 이용(진료 이후 결제 시 말씀 부탁드립니다.)",https://blog.naver.com/24merit1,"제로페이, 주차","안녕하세요. 24시 메리트원 동물의료센터 대표원장 이득원입니다. - 365일 24시 연중무휴 - 야간 응급진료 가능 - ISFM 인증 고양이 친화병원 - 내과, 안과, 정형외과, 치과, 재활 전문 - 자차 이용 시, 주차비 지원 저 또한 강아지를 키우는 보호자로서, 다른 보호자님들도 함께하는 아이들과 오랫동안, 건강하게 같이 지낼 수 있도록 돕고 싶습니다. 다양한 경험으로 숙련된 의료진과 검증된 장비를 통해 최선을 다한 진료를 이어 나가겠습니다"
3120000,312000001020240001,2024.3.29,02-6956-3383,"서울특별시 서대문구 거북골로 100, 상가동 19,20호 (남가좌동, 래미안 루센티아)",3689,192641.1459,452652.0599,영업/정상,정상,"서울특별시 서대문구 남가좌동 390 래미안 루센티아 상가동 19,20호",256,바른동물메디컬센터," 티맵 (바른동물메디컬센터 주차장 검색)
 차량내비 (래미안루센티아106동방면주차장입구 검색)
 네이버 (래미안루센티아106동방면주차장입구 검색)
 카카오내비 (24시케어 바른동물메디컬센터 검색)

 지정주차 구역 (8번,18번,19번)
 주차 표지판을 옆으로 이동하신 후 주차
 상가 주차가 어려우실 경우 전화 주시면 안내 드리겠습니다.  입원관리 24시간/ 야간응급 (전화문의)
",https://blog.naver.com/bareunamc,제로페이,"바른동물메디컬에 방문해 주셔서 감사합니다. 오랜 임상 경험을 바탕으로 일반 내과 질환 뿐 아니라 중증 질환까지 케어합니다. 보다 정확한 진단을 위해 최고성능의 의료기기를 도입하였습니다. - 임상경력 10년 이상 (내과) 2024년 현재 24시 스마트동물메디컬센터 근무 (2016년~ 2023년) - 수술전문 (외과 박사, 임상경력 10년 이상) 슬개골탈구, 십자인대 단열 교정술 (TPLO, CTWO, extracapsular), 골절, 담낭 수술, 비장 수술, 위장관 수술, 방광 및 요도결석 수술, 자궁축농증 수술 등등 - 넓고 기능적인 입원실 산소공급, 자동환기, 자동습도 및 온도 조절 등 보호자님의 말씀에 귀 기울이며 세심하게 살펴 진료하겠습니다."
3030000,303000001020240003,2024.4.4,222052975,"서울특별시 성동구 서울숲2길 32-14, 지하1층 B114호 (성수동1가, 갤러리아 포레)",4769,203684.2812,449280.9752,영업/정상,정상,서울특별시 성동구 성수동1가 685-696 갤러리아 포레 지하1층 B114호,257,성수 숲속 피부과 동물병원,"성수동 서울숲 갤러리아포레 지하 1층에 있습니다.
주차는 갤러리아포레몰 주차장을 이용하시면 2시간까지 무료입니다.
찾는데 어려움이 있으시면 02.2205.2975 으로 연락주세요.  목요일은 사전 예약 진료만 합니다.
",https://www.instagram.com/skin75vet,주차,서울숲 갤러리아포레에 위치한 성수 숲속 피부과 동물병원입니다. 수의피부학 전공 수의사가 진료하는 피부전문 동물병원입니다. 내과와 예방의학과 진료도 가능합니다.
3240000,324000001020240002,2024.4.15,02-426-8875,"서울특별시 강동구 올림픽로 820, 서연빌딩 1층 (암사동)",5251,211349.7254,450207.0182,영업/정상,정상,서울특별시 강동구 암사동 462-3 서연빌딩,258,프라임 동물의료센터,암사역 1번 출구에서 도보로 약 6분 정도 직진해서 걸어오시면 됩니다.,https://pamcgangdong.modoo.at/,"제로페이, 간편결제, 주차","안녕하세요. 프라임 동물의료센터입니다. 프라임 동물의료센터는 서울 대형 2차병원 출신의, 건국대학교 외과전공의 대표원장과 서울 대형 2차병원 출신의 내/외과 의료진(총 3명)이 함께하고 있으며 동물을 사랑하고, 케어하는데 능숙하신 경력 간호사분들이 함께하고 있는 수술전문, 내과 심화진료 전문 병원입니다. 정성과 사랑으로, 우리 아이들의 건강을 지켜주는 최고의 주치의가 되겠습니다. 안압계, 혈압계를 비롯한 최신형 디지털 X-ray, 심장초음파가 가능한 초음파 기계, 전동수술대, 최고급 호흡마취기계, 최고급 스케일러, 고양이 또는 작은 강아지에게도 사용될 수 있는 소형 내시경(6mm) 도 구비하는 등 대학병원급 장비가 구비되어있습니다. 정품약, 최고급 의료기기만을 사용하여 정확하고, 빠른회복을 돕도록 최선을 다하겠습니다. <수술전문> - 중성화 수술 - 자궁축농증 수술 - 유선종양 부분적출/전적출 - 방광결석 수술 - 비장종양/비장적출 수술 - 위절개 수술 (위이물) - 소장 절개/소장 문합 수술 - 슬개골탈구 수술 - 고관절탈구 수술 (FHNO) - 골절 수술 - 안구 적출술 - 이개혈종 수술 - 스케일링, 발치 - 기타 종괴제거 수술 - 십자인대 단열 수술 - 기타 대형병원에서 이루어지는 복강내 수술 등 <내과 심화진료> - 노령견의 심장 약물 관리 - 경련 환자 약물 관리 - 쿠싱/에디슨 등 심화내과 질환"
3220000,322000001020240001,2024.4.15,,"서울특별시 강남구 선릉로152길 17, 아시아청담부띠끄 3층 301호 (청담동)",6014,203559.8001,446912.2934,영업/정상,정상,서울특별시 강남구 청담동 88-38 아시아청담부띠끄 301호,259,그레이스 고양이 심장&치과병원,수인분당선 압구정로데오역 4번 출구와 가장 가깝습니다. 건물 1층에서 엘리베이터 또는 계단을 이용하여 3층으로 올라오시면 됩니다.,https://gracecat.co.kr,"제로페이, 주차","그레이스 고양이 심장&치과병원은 100% 예약제로 운영되고 있습니다. 편안한 주치의 진료를 위해, 전화로 예약 후 방문 부탁드립니다. 2009년 개원 이래 현재 청담동에서 15년째 고양이의 건강과 보호자의 행복을 위해 노력하는 그레이스 고양이 심장&치과병원입니다. ISFM GOLD 등급의 고양이 친화병원으로서, 고양이만을 위한 단독 대기실 및 상담실 등 프라이빗 프리미엄 서비스를 지향하고 있습니다. 고양이 보존적 치과 치료, 심장 및 신장 순환기 센터 등을 통하여 각각의 10년 이상 경력의 원장님들께서 아이들의 평생 주치의로서 진료하고 있습니다. [고태훈 외과 원장(치과센터장)] -2005 충북대학교 수의과대학 졸업 -2009 일산 중산동물병원 진료수의사 -2010 그레이스 동물병원 진료수의사 -2012 그레이스 동물병원 치과 및 외과 원장 현) 그레이스 고양이병원 치과 센터장 현) 한국수의 치과학회 정회원 현) 한국수의 외과학회 정회원 현) 강북삼성병원 IACUC(동물실험윤리위원회) 위원 [김태준 내과 원장(심장 및 신장 순환기 센터장)] -충남대학교 수의과대학 졸업 -Y동물병원 진료수의사 -강원대학교 동물병원 전임수의사 -강원대학교 수의과대학원 심장내과 석사 -H 동물메디컬센터 내과 과장 -W 동물메디컬센터 내과 부장 -S 동물의료센터 내과 원장 -D 동물의료센터 내과 원장 [그레이스 고양이 심장&치과병원만의 특별한 진료] 1. 3시간 내 모든 검사 결과 상담 가능한 생애주기 별 맞춤식 건강검진 (누적 1000건 이상) 2. 대학병원급 마취기로 진행되는 보존적 치과치료 (연간 200건 이상 진료) 3. 조기진단부터 관리까지 심장 및 신장 순환기 센터 운영 (심장내과 전공의 진료)"
